"DistrictCode","prefcity","JPCode","LocName","fX","fY","iConf","iLvl"
14105,神奈川県横浜市南区,17,"神奈川県/横浜市/南区","139.60881","35.43134","5","4"
14106,神奈川県横浜市保土ケ谷区,58,"神奈川県/横浜市/保土ケ谷区","139.59602","35.45985","5","4"
14107,神奈川県横浜市磯子区,51,"神奈川県/横浜市/磯子区","139.61845","35.40249","5","4"
14108,神奈川県横浜市金沢区,128,"神奈川県/横浜市/金沢区","139.62450","35.33720","5","4"
14109,神奈川県横浜市港北区,576,"神奈川県/横浜市/港北区","139.63319","35.51902","5","4"
14110,神奈川県横浜市戸塚区,104,"神奈川県/横浜市/戸塚区","139.53346","35.40022","5","4"
14111,神奈川県横浜市港南区,8,"神奈川県/横浜市/港南区","139.59122","35.40068","5","4"
14112,神奈川県横浜市旭区,12,"神奈川県/横浜市/旭区","139.54480","35.47476","5","4"
14113,神奈川県横浜市緑区,17,"神奈川県/横浜市/緑区","139.53801","35.51241","5","4"
14115,神奈川県横浜市栄区,23,"神奈川県/横浜市/栄区","139.55411","35.36439","5","4"
14116,神奈川県横浜市泉区,21,"神奈川県/横浜市/泉区","139.48869","35.41790","5","4"
14117,神奈川県横浜市青葉区,19,"神奈川県/横浜市/青葉区","139.53709","35.55283","5","4"
14118,神奈川県横浜市都筑区,152,"神奈川県/横浜市/都筑区","139.57103","35.54494","5","4"
14131,神奈川県川崎市川崎区,177,"神奈川県/川崎市/川崎区","139.70370","35.52965","5","4"
14132,神奈川県川崎市幸区,198,"神奈川県/川崎市/幸区","139.68735","35.54388","5","4"
14133,神奈川県川崎市中原区,222,"神奈川県/川崎市/中原区","139.65576","35.57626","5","4"
14134,神奈川県川崎市高津区,152,"神奈川県/川崎市/高津区","139.60803","35.59944","5","4"
14135,神奈川県川崎市多摩区,15,"神奈川県/川崎市/多摩区","139.56212","35.61961","5","4"
14136,神奈川県川崎市宮前区,21,"神奈川県/川崎市/宮前区","139.57858","35.58921","5","4"
14137,神奈川県川崎市麻生区,31,"神奈川県/川崎市/麻生区","139.50569","35.60377","5","4"
14151,神奈川県相模原市緑区,40,"神奈川県/相模原市/緑区","139.33759","35.59564","5","4"
14152,神奈川県相模原市中央区,34,"神奈川県/相模原市/中央区","139.37326","35.57138","5","4"
14153,神奈川県相模原市南区,14,"神奈川県/相模原市/南区","139.43010","35.53034","5","4"
14201,神奈川県横須賀市,51,"神奈川県/横須賀市","139.67229","35.28128","5","3"
14203,神奈川県平塚市,91,"神奈川県/平塚市","139.34941","35.33550","5","3"
14204,神奈川県鎌倉市,22,"神奈川県/鎌倉市","139.54669","35.31923","5","3"
14205,神奈川県藤沢市,172,"神奈川県/藤沢市","139.49112","35.33894","5","3"
14206,神奈川県小田原市,43,"神奈川県/小田原市","139.15236","35.26469","5","3"
14207,神奈川県茅ヶ崎市,56,"神奈川県/茅ヶ崎市","139.40471","35.33388","5","3"
14208,神奈川県逗子市,1,"神奈川県/逗子市","139.58041","35.29559","5","3"
14209,神奈川県相模原市,95,"神奈川県/相模原市","139.37326","35.57138","5","3"
14211,神奈川県秦野市,82,"神奈川県/秦野市","139.21994","35.37480","5","3"
14212,神奈川県厚木市,207,"神奈川県/厚木市","139.36244","35.44305","5","3"
14213,神奈川県大和市,78,"神奈川県/大和市","139.45795","35.48751","5","3"
14214,神奈川県伊勢原市,116,"神奈川県/伊勢原市","139.31491","35.40298","5","3"
14215,神奈川県海老名市,61,"神奈川県/海老名市","139.39081","35.44645","5","3"
14216,神奈川県座間市,49,"神奈川県/座間市","139.40764","35.48864","5","3"
14218,神奈川県綾瀬市,56,"神奈川県/綾瀬市","139.42635","35.43716","5","3"
14321,神奈川県寒川町,44,"神奈川県/寒川町","139.38419","35.37296","5","0"
14363,神奈川県松田町,7,"神奈川県/松田町","139.13934","35.34820","5","0"
14366,神奈川県開成町,22,"神奈川県/開成町","139.12318","35.33643","5","0"
14401,神奈川県愛川町,71,"神奈川県/愛川町","139.32172","35.52875","5","0"
14421,神奈川県城山町,2,"神奈川県/城山町","139.30019","35.59654","5","0"
15101,新潟県新潟市北区,7,"新潟県/新潟市/北区","139.21869","37.91629","5","4"
15102,新潟県新潟市東区,14,"新潟県/新潟市/東区","139.09261","37.92489","5","4"
15103,新潟県新潟市中央区,39,"新潟県/新潟市/中央区","139.03641","37.91613","5","4"
15104,新潟県新潟市江南区,15,"新潟県/新潟市/江南区","139.09401","37.86766","5","4"
15106,新潟県新潟市南区,12,"新潟県/新潟市/南区","139.01918","37.76582","5","4"
15108,新潟県新潟市西蒲区,10,"新潟県/新潟市/西蒲区","138.88925","37.76033","5","4"
15201,新潟県新潟市,46,"新潟県/新潟市","139.03641","37.91613","5","3"
15202,新潟県長岡市,97,"新潟県/長岡市","138.85123","37.44659","5","3"
15204,新潟県三条市,57,"新潟県/三条市","138.96170","37.63677","5","3"
15205,新潟県柏崎市,37,"新潟県/柏崎市","138.55884","37.37197","5","3"
15206,新潟県新発田市,26,"新潟県/新発田市","139.32790","37.95088","5","3"
15208,新潟県小千谷市,38,"新潟県/小千谷市","138.79509","37.31435","5","3"
15210,新潟県十日町市,3,"新潟県/十日町市","138.75571","37.12759","5","3"
15211,新潟県見附市,13,"新潟県/見附市","138.91272","37.53149","5","3"
15213,新潟県燕市,63,"新潟県/燕市","138.88225","37.67315","5","3"
15216,新潟県糸魚川市,2,"新潟県/糸魚川市","137.86266","37.03902","5","3"
15218,新潟県五泉市,3,"新潟県/五泉市","139.18257","37.74448","5","3"
15220,新潟県,8,"新潟県","139.03641","37.91613","3","1"
15222,新潟県上越市,60,"新潟県/上越市","138.23604","37.14787","5","3"
15226,新潟県南魚沼市,11,"新潟県/南魚沼市","138.87608","37.06552","5","3"
15227,新潟県胎内市,9,"新潟県/胎内市","139.41035","38.05971","5","3"
15306,新潟県,1,"新潟県","139.03641","37.91613","3","1"
15310,新潟県中条町,4,"新潟県/中条町","139.41425","38.08884","5","0"
15322,新潟県村松町,2,"新潟県/村松町","139.19922","37.66508","5","0"
15324,新潟県,7,"新潟県","139.03641","37.91613","3","1"
15343,新潟県分水町,5,"新潟県/分水町","138.83926","37.63853","5","0"
15344,新潟県吉田町,13,"新潟県/吉田町","138.87636","37.68745","5","0"
15345,新潟県巻町,4,"新潟県/巻町","138.88545","37.74164","5","0"
15363,新潟県栄町,11,"新潟県","139.03641","37.91613","3","1"
15401,新潟県越路町,3,"新潟県/越路町","138.80234","37.39240","5","0"
15463,新潟県,3,"新潟県","139.03641","37.91613","3","1"
15505,新潟県西山町,7,"新潟県/西山町","138.66844","37.47342","5","0"
15563,新潟県,2,"新潟県","139.03641","37.91613","3","1"
16201,富山県富山市,218,"富山県/富山市","137.21346","36.69598","5","3"
16202,富山県高岡市,179,"富山県/高岡市","137.02571","36.75410","5","3"
16203,富山県新湊市,5,"富山県/新湊市","137.07953","36.78246","5","3"
16204,富山県魚津市,27,"富山県/魚津市","137.40919","36.82737","5","3"
16205,富山県氷見市,21,"富山県/氷見市","136.97287","36.85598","5","3"
16206,富山県滑川市,12,"富山県/滑川市","137.34119","36.76439","5","3"
16207,富山県黒部市,2,"富山県/黒部市","137.44910","36.87359","5","3"
16208,富山県砺波市,19,"富山県/砺波市","136.96217","36.64747","5","3"
16209,富山県小矢部市,20,"富山県/小矢部市","136.86865","36.67553","5","3"
16210,富山県南砺市,57,"富山県/南砺市","136.91951","36.58805","5","3"
16211,富山県射水市,36,"富山県/射水市","137.09956","36.71222","5","3"
16301,富山県大沢野町,14,"富山県/大沢野町","137.21143","36.56569","5","0"
16302,富山県大山町,4,"富山県/大山町","137.34326","36.56966","5","0"
16321,富山県舟橋村,11,"富山県/舟橋村","137.30737","36.70353","5","0"
16322,富山県上市町,27,"富山県/上市町","137.36258","36.69843","5","0"
16323,富山県立山町,9,"富山県/立山町","137.31366","36.66335","5","0"
16342,富山県入善町,4,"富山県/入善町","137.50212","36.93358","5","0"
16361,富山県八尾町,10,"富山県/八尾町","137.07901","36.48789","5","0"
16401,富山県,2,"富山県","137.21346","36.69598","3","1"
16421,富山県,10,"富山県","137.21346","36.69598","3","1"
16422,富山県福岡町,7,"富山県/福岡町","136.94679","36.70366","5","0"
17201,石川県金沢市,244,"石川県/金沢市","136.65663","36.56105","5","3"
17202,石川県七尾市,21,"石川県/七尾市","136.96730","37.04311","5","3"
17203,石川県小松市,70,"石川県/小松市","136.44559","36.40836","5","3"
17206,石川県加賀市,25,"石川県/加賀市","136.31468","36.30267","5","3"
17208,石川県,15,"石川県","136.65663","36.56105","3","1"
17209,石川県かほく市,21,"石川県/かほく市","136.70667","36.71997","5","3"
17210,石川県白山市,66,"石川県/白山市","136.56583","36.51443","5","3"
17211,石川県能美市,21,"石川県/能美市","136.55403","36.44689","5","3"
17321,石川県,7,"石川県","136.65663","36.56105","3","1"
17324,石川県川北町,6,"石川県/川北町","136.54228","36.46863","5","0"
17343,石川県,8,"石川県","136.65663","36.56105","3","1"
17361,石川県津幡町,4,"石川県/津幡町","136.72868","36.66909","5","0"
17362,石川県,5,"石川県","136.65663","36.56105","3","1"
17364,石川県,4,"石川県","136.65663","36.56105","3","1"
17365,石川県内灘町,3,"石川県/内灘町","136.64513","36.65353","5","0"
17384,石川県志賀町,2,"石川県/志賀町","136.77805","37.00633","5","0"
17402,石川県,1,"石川県","136.65663","36.56105","3","1"
17407,石川県中能登町,12,"石川県/中島町","136.84721","37.08062","5","0"
18201,福井県福井市,260,"福井県/福井市","136.21945","36.06412","5","3"
18204,福井県小浜市,14,"福井県/小浜市","135.74664","35.49559","5","3"
18205,福井県大野市,2,"福井県/大野市","136.48769","35.98056","5","3"
18206,福井県勝山市,2,"福井県/勝山市","136.50055","36.06092","5","3"
18207,福井県鯖江市,68,"福井県/鯖江市","136.18423","35.95657","5","3"
18208,福井県あわら市,22,"福井県/あわら市","136.22902","36.21136","5","3"
18209,福井県越前市,17,"福井県/越前市","136.16867","35.90347","5","3"
18210,福井県坂井市,26,"福井県/坂井市","136.23129","36.16690","5","3"
18363,福井県,3,"福井県","136.21945","36.06412","3","1"
18364,福井県丸岡町,7,"福井県/丸岡町","136.27888","36.14854","5","0"
18423,福井県越前町,2,"福井県/越前","136.16867","35.90347","5","3"
19201,山梨県甲府市,27,"山梨県/甲府市","138.56834","35.66203","5","3"
19202,山梨県富士吉田市,20,"山梨県/富士吉田市","138.80786","35.48750","5","3"
19203,山梨県塩山市,9,"山梨県/塩山市","138.72926","35.70516","5","3"
19204,山梨県都留市,3,"山梨県/都留市","138.90547","35.55156","5","3"
19207,山梨県韮崎市,21,"山梨県/韮崎市","138.44620","35.70881","5","3"
19208,山梨県南アルプス市,6,"山梨県/南アルプス市","138.46501","35.60836","5","3"
19209,山梨県北杜市,19,"山梨県/北杜市","138.42354","35.77650","5","3"
19210,山梨県甲斐市,2,"山梨県/甲斐市","138.51579","35.66083","5","3"
19211,山梨県笛吹市,3,"山梨県/笛吹市","138.63972","35.64730","5","3"
19212,山梨県上野原市,17,"山梨県/上野原市","139.10875","35.63030","5","3"
19213,山梨県甲州市,25,"山梨県/甲州市","138.72926","35.70516","5","3"
19323,山梨県,2,"山梨県","138.56834","35.66203","3","1"
19343,山梨県市川大門町,1,"山梨県/市川大門町","138.49603","35.55193","5","0"
19346,山梨県市川三郷町,16,"山梨県/市川大門町","138.49603","35.55193","5","0"
19361,山梨県増穂町,11,"山梨県/増穂町","138.37244","35.57164","5","0"
19368,山梨県富士川町,4,"山梨県/富士吉田","138.80786","35.48750","4","3"
19384,山梨県昭和町,23,"山梨県/昭和町","138.53514","35.62793","5","0"
19405,山梨県,2,"山梨県","138.56834","35.66203","3","1"
19424,山梨県忍野村,19,"山梨県/忍野村","138.84785","35.46006","5","0"
19426,山梨県,7,"山梨県","138.56834","35.66203","3","1"
19430,山梨県富士河口湖町,12,"山梨県/富士吉田","138.80786","35.48750","4","3"
19441,山梨県,7,"山梨県","138.56834","35.66203","3","1"
20201,長野県長野市,128,"長野県/長野市","138.19429","36.64863","5","3"
20202,長野県松本市,96,"長野県/松本市","137.97198","36.23809","5","3"
20203,長野県上田市,156,"長野県/上田市","138.24907","36.40194","5","3"
20204,長野県岡谷市,40,"長野県/岡谷市","138.04956","36.06700","5","3"
20205,長野県飯田市,17,"長野県/飯田市","137.82182","35.51470","5","3"
20206,長野県諏訪市,76,"長野県/諏訪市","138.11398","36.03917","5","3"
20207,長野県須坂市,25,"長野県/須坂市","138.30728","36.65112","5","3"
20208,長野県小諸市,38,"長野県/小諸市","138.42603","36.32687","5","3"
20209,長野県伊那市,47,"長野県/伊那市","137.95409","35.82748","5","3"
20210,長野県駒ヶ根市,7,"長野県/駒ヶ根市","137.93399","35.72886","5","3"
20214,長野県茅野市,108,"長野県/茅野市","138.15889","35.99557","5","3"
20215,長野県塩尻市,10,"長野県/塩尻市","137.95338","36.11502","5","3"
20216,長野県,18,"長野県","138.19429","36.64863","3","1"
20217,長野県佐久市,10,"長野県/佐久市","138.47684","36.24879","5","3"
20218,長野県千曲市,54,"長野県/千曲市","138.11990","36.53386","5","3"
20219,長野県東御市,28,"長野県/東御市","138.33029","36.35955","5","3"
20220,長野県安曇野市,11,"長野県/安曇野市","137.89981","36.30283","5","3"
20323,長野県御代田町,29,"長野県/御代田町","138.50880","36.32116","5","0"
20341,長野県丸子町,14,"長野県/丸子町","138.30608","36.34911","5","0"
20343,長野県,8,"長野県","138.19429","36.64863","3","1"
20361,長野県下諏訪町,25,"長野県/下諏訪町","138.08006","36.06958","5","0"
20382,長野県辰野町,8,"長野県/辰野町","137.98743","35.98241","5","0"
20383,長野県箕輪町,35,"長野県/箕輪町","137.98199","35.91502","5","0"
20385,長野県南箕輪村,19,"長野県/南箕輪村","137.97508","35.87285","5","0"
20388,長野県宮田村,8,"長野県/宮田村","137.94313","35.77055","5","0"
20407,長野県阿智村,13,"長野県/阿南町","137.81609","35.32362","5","0"
20416,長野県豊丘村,16,"長野県/豊丘村","137.89580","35.55150","5","0"
20430,長野県大桑村,5,"長野県/大桑村","137.71536","35.70514","5","0"
20461,長野県豊科町,3,"長野県/豊科町","137.93271","36.31881","5","0"
20462,長野県穂高町,3,"長野県/穂高町","137.86885","36.31958","5","0"
20521,長野県坂城町,54,"長野県/坂城町","138.18010","36.46184","5","0"
20522,長野県,12,"長野県","138.19429","36.64863","3","1"
21201,岐阜県岐阜市,261,"岐阜県/岐阜市","136.76065","35.42330","5","3"
21202,岐阜県大垣市,157,"岐阜県/大垣市","136.61275","35.35936","5","3"
21203,岐阜県高山市,11,"岐阜県/高山市","137.25221","36.14609","5","3"
21204,岐阜県多治見市,47,"岐阜県/多治見市","137.13208","35.33277","5","3"
21205,岐阜県関市,68,"岐阜県/関市","136.91789","35.49578","5","3"
21206,岐阜県中津川市,60,"岐阜県/中津川市","137.50061","35.48749","5","3"
21207,岐阜県美濃市,2,"岐阜県/美濃市","136.90758","35.54471","5","3"
21208,岐阜県瑞浪市,16,"岐阜県/瑞浪市","137.25464","35.36174","5","3"
21209,岐阜県羽島市,33,"岐阜県/羽島市","136.70335","35.31991","5","3"
21210,岐阜県恵那市,12,"岐阜県/恵那市","137.41281","35.44932","5","3"
21211,岐阜県美濃加茂市,29,"岐阜県/美濃加茂市","137.01567","35.44024","5","3"
21212,岐阜県土岐市,33,"岐阜県/土岐市","137.18321","35.35250","5","3"
21213,岐阜県各務原市,78,"岐阜県/各務原市","136.84839","35.39891","5","3"
21214,岐阜県可児市,20,"岐阜県/可児市","137.06108","35.42613","5","3"
21215,岐阜県山県市,1,"岐阜県/山県市","136.78140","35.50611","5","3"
21216,岐阜県瑞穂市,19,"岐阜県/瑞穂市","136.69078","35.39183","5","3"
21217,岐阜県飛騨市,13,"岐阜県/飛騨市","137.18625","36.23814","5","3"
21218,岐阜県本巣市,46,"岐阜県/本巣市","136.67877","35.48305","5","3"
21219,岐阜県郡上市,17,"岐阜県/郡上市","136.96437","35.74857","5","3"
21220,岐阜県下呂市,7,"岐阜県/下呂市","137.24406","35.80588","5","3"
21221,岐阜県海津市,8,"岐阜県/海津市","136.63661","35.22047","5","3"
21302,岐阜県岐南町,34,"岐阜県/岐南町","136.78262","35.38960","5","0"
21303,岐阜県笠松町,13,"岐阜県/笠松町","136.76320","35.36722","5","0"
21304,岐阜県柳津町,10,"岐阜県/柳津町","136.75635","35.36628","5","0"
21323,岐阜県,4,"岐阜県","136.76065","35.42330","3","1"
21342,岐阜県上石津町,1,"岐阜県/上石津町","136.49368","35.30525","5","0"
21361,岐阜県垂井町,9,"岐阜県/垂井町","136.52710","35.37024","5","0"
21362,岐阜県関ケ原町,13,"岐阜県/関ケ原町","136.46698","35.36552","5","0"
21382,岐阜県輪之内町,33,"岐阜県/輪之内町","136.63745","35.28511","5","0"
21383,岐阜県安八町,8,"岐阜県/安八町","136.66542","35.33542","5","0"
21423,岐阜県,1,"岐阜県","136.76065","35.42330","3","1"
21426,岐阜県,12,"岐阜県","136.76065","35.42330","3","1"
21482,岐阜県,3,"岐阜県","136.76065","35.42330","3","1"
21483,岐阜県,4,"岐阜県","136.76065","35.42330","3","1"
21502,岐阜県富加町,5,"岐阜県/富加町","136.97971","35.48476","5","0"
21521,岐阜県御嵩町,10,"岐阜県/御嵩町","137.13089","35.43449","5","0"
21621,岐阜県,9,"岐阜県","136.76065","35.42330","3","1"
21625,岐阜県,1,"岐阜県","136.76065","35.42330","3","1"
22101,静岡県静岡市葵区,77,"静岡県/静岡市/葵区","138.38326","34.97514","5","4"
22102,静岡県静岡市駿河区,106,"静岡県/静岡市/駿河区","138.40405","34.96075","5","4"
22103,静岡県静岡市清水区,100,"静岡県/静岡市/清水区","138.48961","35.01573","5","4"
22131,静岡県中区,73,"静岡県/中区","137.72612","34.71087","5","0"
22132,静岡県東区,98,"静岡県/東区","137.79175","34.74134","5","0"
22133,静岡県西区,25,"静岡県/西区","137.64532","34.69271","5","0"
22134,静岡県南区,118,"静岡県/南区","137.75237","34.66732","5","0"
22135,静岡県北区,75,"静岡県/北区","137.65111","34.80615","5","0"
22136,静岡県浜北区,29,"静岡県/浜北区","137.78999","34.79328","5","0"
22137,静岡県天竜区,10,"静岡県/天竜区","137.81592","34.87268","5","0"
22201,静岡県静岡市,91,"静岡県/静岡市","138.38239","34.97547","5","3"
22202,静岡県浜松市,167,"静岡県/浜松市","137.72612","34.71087","5","3"
22203,静岡県沼津市,83,"静岡県/沼津市","138.86334","35.09572","5","3"
22204,静岡県,35,"静岡県","138.38239","34.97547","3","1"
22206,静岡県三島市,23,"静岡県/三島市","138.91850","35.11848","5","3"
22207,静岡県富士宮市,46,"静岡県/富士宮市","138.62166","35.22198","5","3"
22209,静岡県島田市,4,"静岡県/島田市","138.17606","34.83642","5","3"
22210,静岡県富士市,88,"静岡県/富士市","138.67632","35.16138","5","3"
22211,静岡県磐田市,117,"静岡県/磐田市","137.85152","34.71788","5","3"
22212,静岡県焼津市,11,"静岡県/焼津市","138.32326","34.86691","5","3"
22213,静岡県掛川市,14,"静岡県/掛川市","137.99840","34.76872","5","3"
22214,静岡県藤枝市,19,"静岡県/藤枝市","138.25755","34.86735","5","3"
22215,静岡県御殿場市,9,"静岡県/御殿場市","138.93451","35.30862","5","3"
22216,静岡県袋井市,74,"静岡県/袋井市","137.92462","34.75016","5","3"
22218,静岡県浜北市,27,"静岡県/浜北市","137.78999","34.79328","5","3"
22220,静岡県裾野市,25,"静岡県/裾野市","138.90672","35.17389","5","3"
22221,静岡県湖西市,65,"静岡県/湖西市","137.53162","34.71848","5","3"
22223,静岡県御前崎市,6,"静岡県/御前崎市","138.12811","34.63798","5","3"
22224,静岡県菊川市,30,"静岡県/菊川市","138.08453","34.75772","5","3"
22325,静岡県函南町,16,"静岡県/函南町","138.95335","35.08894","5","0"
22327,静岡県大仁町,1,"静岡県","138.38239","34.97547","3","1"
22341,静岡県清水町,22,"静岡県/清水町","138.90273","35.09901","5","0"
22342,静岡県長泉町,5,"静岡県/長泉町","138.89726","35.13771","5","0"
22382,静岡県蒲原町,8,"静岡県/蒲原町","138.58215","35.12769","5","0"
22401,静岡県岡部町,2,"静岡県/岡部町","138.26889","34.94573","5","0"
22424,静岡県吉田町,54,"静岡県/吉田町","138.25194","34.77087","5","0"
22446,静岡県,7,"静岡県","138.38239","34.97547","3","1"
22447,静岡県大東町,6,"静岡県","138.38239","34.97547","3","1"
22461,静岡県森町,33,"静岡県/森町","137.92709","34.83560","5","0"
22481,静岡県浅羽町,11,"静岡県","138.38239","34.97547","3","1"
22483,静岡県竜洋町,5,"静岡県/竜洋町","137.80923","34.70420","5","0"
22484,静岡県豊田町,8,"静岡県/豊田町","137.81691","34.72395","5","0"
22505,静岡県雄踏町,9,"静岡県/雄踏町","137.63033","34.70201","5","0"
22521,静岡県細江町,11,"静岡県/細江町","137.63255","34.80285","5","0"
23101,愛知県名古屋市千種区,61,"愛知県/名古屋市/千種区","136.94640","35.16653","5","4"
23102,愛知県名古屋市東区,224,"愛知県/名古屋市/東区","136.92604","35.17931","5","4"
23103,愛知県名古屋市北区,94,"愛知県/名古屋市/北区","136.91156","35.19417","5","4"
23104,愛知県名古屋市西区,165,"愛知県/名古屋市/西区","136.89006","35.18911","5","4"
23105,愛知県名古屋市中村区,451,"愛知県/名古屋市/中村区","136.87294","35.16874","5","4"
23106,愛知県名古屋市中区,925,"愛知県/名古屋市/中区","136.91016","35.16861","5","4"
23107,愛知県名古屋市昭和区,80,"愛知県/名古屋市/昭和区","136.93417","35.15022","5","4"
23108,愛知県名古屋市瑞穂区,186,"愛知県/名古屋市/瑞穂区","136.93495","35.13144","5","4"
23109,愛知県名古屋市熱田区,157,"愛知県/名古屋市/熱田区","136.91032","35.12837","5","4"
23110,愛知県名古屋市中川区,103,"愛知県/名古屋市/中川区","136.85481","35.14154","5","4"
23111,愛知県名古屋市港区,170,"愛知県/名古屋市/港区","136.88556","35.10779","5","4"
23112,愛知県名古屋市南区,124,"愛知県/名古屋市/南区","136.90619","35.07257","5","4"
23113,愛知県名古屋市守山区,64,"愛知県/名古屋市/守山区","136.97633","35.20334","5","4"
23114,愛知県名古屋市緑区,69,"愛知県/名古屋市/緑区","136.95261","35.07072","5","4"
23115,愛知県名古屋市名東区,48,"愛知県/名古屋市/名東区","137.01024","35.17586","5","4"
23116,愛知県名古屋市天白区,37,"愛知県/名古屋市/天白区","136.97505","35.12274","5","4"
23201,愛知県豊橋市,121,"愛知県/豊橋市","137.39146","34.76920","5","3"
23202,愛知県岡崎市,135,"愛知県/岡崎市","137.17300","34.95481","5","3"
23203,愛知県一宮市,182,"愛知県/一宮市","136.80234","35.30401","5","3"
23204,愛知県瀬戸市,75,"愛知県/瀬戸市","137.08412","35.22362","5","3"
23205,愛知県半田市,73,"愛知県/半田市","136.93785","34.89263","5","3"
23206,愛知県春日井市,159,"愛知県/春日井市","136.97223","35.24767","5","3"
23207,愛知県豊川市,155,"愛知県/豊川市","137.37558","34.82678","5","3"
23208,愛知県津島市,14,"愛知県/津島市","136.74124","35.17704","5","3"
23209,愛知県碧南市,12,"愛知県/碧南市","136.99336","34.88478","5","3"
23210,愛知県刈谷市,206,"愛知県/刈谷市","137.00206","34.98886","5","3"
23211,愛知県豊田市,293,"愛知県/豊田市","137.15622","35.08234","5","3"
23212,愛知県安城市,177,"愛知県/安城市","137.08029","34.95864","5","3"
23213,愛知県西尾市,91,"愛知県/西尾市","137.06174","34.86201","5","3"
23214,愛知県蒲郡市,73,"愛知県/蒲郡市","137.21965","34.82644","5","3"
23215,愛知県犬山市,50,"愛知県/犬山市","136.94463","35.37864","5","3"
23216,愛知県常滑市,21,"愛知県/常滑市","136.83238","34.88668","5","3"
23217,愛知県江南市,56,"愛知県/江南市","136.87045","35.33195","5","3"
23218,愛知県尾西市,29,"愛知県/尾西市","136.75330","35.30867","5","3"
23219,愛知県小牧市,161,"愛知県/小牧市","136.91197","35.29114","5","3"
23220,愛知県稲沢市,63,"愛知県/稲沢市","136.78021","35.24813","5","3"
23221,愛知県新城市,16,"愛知県/新城市","137.49850","34.89923","5","3"
23222,愛知県東海市,61,"愛知県/東海市","136.90222","35.02298","5","3"
23223,愛知県大府市,115,"愛知県/大府市","136.96387","35.01161","5","3"
23224,愛知県知多市,35,"愛知県/知多市","136.86476","34.99653","5","3"
23225,愛知県知立市,48,"愛知県/知立市","137.05084","35.00129","5","3"
23226,愛知県尾張旭市,58,"愛知県/尾張旭市","137.03542","35.21657","5","3"
23227,愛知県高浜市,56,"愛知県/高浜市","136.98766","34.92763","5","3"
23228,愛知県岩倉市,32,"愛知県/岩倉市","136.87143","35.27943","5","3"
23229,愛知県豊明市,34,"愛知県/豊明市","137.01312","35.05376","5","3"
23230,愛知県日進市,24,"愛知県/日進市","137.03941","35.13202","5","3"
23232,愛知県愛西市,12,"愛知県/愛西市","136.72821","35.15280","5","3"
23233,愛知県清須市,57,"愛知県/清須市","136.85294","35.19985","5","3"
23234,愛知県北名古屋市,31,"愛知県/北名古屋市","136.86597","35.24566","5","3"
23235,愛知県弥富市,23,"愛知県/弥富市","136.72472","35.11012","5","3"
23236,愛知県みよし市,47,"愛知県/みよし市","137.07472","35.08970","5","3"
23237,愛知県あま市,15,"愛知県/あま市","136.78323","35.20050","5","3"
23238,愛知県長久手市,8,"愛知県/長久手市","137.04863","35.18412","5","3"
23302,愛知県東郷町,28,"愛知県/東郷町","137.05263","35.09679","5","0"
23304,愛知県長久手町,14,"愛知県/長久手","137.04863","35.18412","5","3"
23341,愛知県西枇杷島町,10,"愛知県/西枇杷島町","136.86267","35.19682","5","0"
23342,愛知県豊山町,7,"愛知県/豊山町","136.91197","35.25046","5","0"
23344,愛知県西春町,18,"愛知県/西春町","136.84726","35.25125","5","0"
23345,愛知県春日町,17,"愛知県/春日井","136.97223","35.24767","4","3"
23346,愛知県清洲町,5,"愛知県/清洲町","136.84007","35.22335","5","0"
23347,愛知県新川町,11,"愛知県/新川町","136.85831","35.21675","5","0"
23361,愛知県大口町,125,"愛知県/大治町","136.82010","35.17509","4","0"
23362,愛知県扶桑町,40,"愛知県/扶桑町","136.91309","35.35914","5","0"
23381,愛知県木曽川町,8,"愛知県/木曽川町","136.77103","35.33795","5","0"
23401,愛知県祖父江町,7,"愛知県/祖父江町","136.72327","35.22890","5","0"
23423,愛知県甚目寺町,12,"愛知県/甚目寺町","136.83716","35.20324","5","0"
23425,愛知県蟹江町,5,"愛知県/蟹江町","136.78668","35.13234","5","0"
23426,愛知県十四山村,9,"愛知県/十四山村","136.78499","35.10963","5","0"
23428,愛知県弥富町,3,"愛知県/弥富町","136.76662","35.06531","5","0"
23429,愛知県佐屋町,3,"愛知県/佐屋町","136.73015","35.15242","5","0"
23441,愛知県阿久比町,6,"愛知県/阿久比町","136.91551","34.93257","5","0"
23442,愛知県東浦町,23,"愛知県/東浦町","136.96558","34.97714","5","0"
23446,愛知県美浜町,16,"愛知県/美浜町","136.90825","34.77884","5","0"
23447,愛知県武豊町,17,"愛知県/武豊町","136.91493","34.85097","5","0"
23482,愛知県吉良町,12,"愛知県","136.90642","35.18143","3","1"
23501,愛知県幸田町,6,"愛知県/幸田町","137.16566","34.86443","5","0"
23521,愛知県みよし町,22,"愛知県/みよし","137.07472","35.08970","5","3"
23522,愛知県藤岡町,4,"愛知県/藤岡町","137.26089","35.19015","5","0"
23602,愛知県一宮町,9,"愛知県/一宮町","137.42545","34.86003","5","0"
23603,愛知県小坂井町,9,"愛知県/小坂井町","137.34637","34.80050","5","0"
24201,三重県津市,70,"三重県/津市","136.50545","34.71856","5","3"
24202,三重県四日市市,204,"三重県/四日市市","136.62442","34.96509","5","3"
24203,三重県伊勢市,7,"三重県/伊勢市","136.70929","34.48751","5","3"
24204,三重県松阪市,52,"三重県/松阪市","136.52759","34.57797","5","3"
