original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"5 Lloyds Ave.,London,EC3N 3AE",1031,3,51.5117445,-0.0774102,"Caffeina, 5 Lloyd's Avenue, City of London, EC3N 3AE, United Kingdom",Caffeina,5,Lloyd's Avenue,EC3N 3AE,,,Aldgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Maple Park,Lowfields Ave.,Leeds,LS12 6HH",1032,3,53.7811601,-1.569948,"Lowfields Avenue, Leeds, LS12 6HH, United Kingdom",Lowfields Avenue,,Lowfields Avenue,LS12 6HH,,,Beeston,Leeds,West Yorkshire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Maple Park,Lowfields Ave.,Leeds,West Yorkshire,LS12 6HH",1033,3,53.7811601,-1.569948,"Lowfields Avenue, Leeds, LS12 6HH, United Kingdom",Lowfields Avenue,,Lowfields Avenue,LS12 6HH,,,Beeston,Leeds,West Yorkshire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Maple Park.Lowfields Ave.,Leeds West Yorkshire England LS12 6HH",1034,3,53.78147,-1.5699399,"Leeds, LS12 6HH, United Kingdom",,,,LS12 6HH,,,,Leeds,West Yorkshire,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Maple Park.Lowfields Ave.,Leeds West Yorkshire LS12 6HH",1035,3,53.78147,-1.5699399,"Leeds, LS12 6HH, United Kingdom",,,,LS12 6HH,,,,Leeds,West Yorkshire,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Marlin House,Merlins Meadow The Croxley Centre Watford,Herts,WD1 8YA",1036,3,51.667566,-0.407563,"Watford, WD1 8YA, United Kingdom",,,,WD1 8YA,,HRT,,Watford,Hertfordshire,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"5 Meadowbank Rd.,Trooperslane Ind.Estate,Carrickfergus,Co.Antrim BT38 8YF Northern Ireland",1037,3,54.709451,-5.8398744,"Meadowbank Road, Carrickfergus, BT38 8YF, United Kingdom",Meadowbank Road,,Meadowbank Road,BT38 8YF,,,Trooperslane Industrial Estate,Carrickfergus,County Antrim,Northern Ireland,NIR,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Meadowbank Rd.,Trooperslane Ind.Estate,Carrickfergus,County Antrim,BT38 8YF",1038,3,54.709451,-5.8398744,"Meadowbank Road, Carrickfergus, BT38 8YF, United Kingdom",Meadowbank Road,,Meadowbank Road,BT38 8YF,,,Trooperslane Industrial Estate,Carrickfergus,County Antrim,Northern Ireland,NIR,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Meadowbank Rd.,Trooperslane Industrial Estate Carrickfergus,Co.Antrim BT38 8YF N.Ireland",1039,3,54.709451,-5.8398744,"Meadowbank Road, Carrickfergus, BT38 8YF, United Kingdom",Meadowbank Road,,Meadowbank Road,BT38 8YF,,,Trooperslane Industrial Estate,Carrickfergus,County Antrim,Northern Ireland,NIR,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Meadowbank Rd.,Trooperslane Industrial Estate,Carrickfergus,Co.Antrim BT38 8YF N.Ireland",1040,3,54.709451,-5.8398744,"Meadowbank Road, Carrickfergus, BT38 8YF, United Kingdom",Meadowbank Road,,Meadowbank Road,BT38 8YF,,,Trooperslane Industrial Estate,Carrickfergus,County Antrim,Northern Ireland,NIR,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Meadowbank Rd.,Trooperslane Industrial Estate,Carrickfergus,Co.Antrim BT38 8YF Northen Ireland",1041,3,54.710915,-5.838078,"1 Meadowbank Road, Carrickfergus, BT38 8YF, United Kingdom",,1,Meadowbank Road,BT38 8YF,,MEA,,Carrickfergus,Mid and East Antrim,Northern Ireland,NIR,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Meadowbank Rd.,Trooperslane Industrial Estate,Carrickfergus,Co.Antrim BT38 8YF Northern Ireland",1042,3,54.709451,-5.8398744,"Meadowbank Road, Carrickfergus, BT38 8YF, United Kingdom",Meadowbank Road,,Meadowbank Road,BT38 8YF,,,Trooperslane Industrial Estate,Carrickfergus,County Antrim,Northern Ireland,NIR,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5 Pioneer Court,Vision Park,Histon Cambridge CB24 9PT",1043,3,52.209881,0.121971,"Cambridge, CB24 9PT, United Kingdom",,,,CB24 9PT,,CAM,,Cambridge,Cambridgeshire,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"5 Yeoman Ind.Park,Test Lane,Nursling,Southampton,Hampshire,SO16 9JX",1044,3,50.929164,-1.474192,"Yeoman Industrial Park, Test Valley, SO16 9JX, United Kingdom",,,Yeoman Industrial Park,SO16 9JX,,HAM,Nursling and Rownhams,Test Valley,Hampshire,England,ENG,United Kingdom,gb,0.81,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5-6th Fl.,Classic House,174-180 Old St.,London,EC1V 9EQ",1045,3,51.525197,-0.0900377,"Sports Bar & Grill, 174-180 Old Street, London, EC1V 9BP, United Kingdom",Sports Bar & Grill,174-180,Old Street,EC1V 9BP,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5-7 Vere St.,London,W1M 9HQ",1046,3,51.515066,-0.147319,"Vere Street, London, United Kingdom",,,Vere Street,,Westminster,,Marylebone,London,London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5,Arlington St.,London SW1A 1RA",1047,3,51.5071566,-0.1408579,"Robert and Horace Walpole, 5 Arlington Street, London, SW1A 1RA, United Kingdom",Robert and Horace Walpole,5,Arlington Street,SW1A 1RA,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5,Arlington St.,London SW1A 1RD",1048,3,51.5071566,-0.1408579,"Robert and Horace Walpole, 5 Arlington Street, London, SW1A 1RA, United Kingdom",Robert and Horace Walpole,5,Arlington Street,SW1A 1RA,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5,Arlington St.,St.James's,London SW1A 1RD",1049,3,51.5071566,-0.1408579,"Robert and Horace Walpole, 5 Arlington Street, London, SW1A 1RA, United Kingdom",Robert and Horace Walpole,5,Arlington Street,SW1A 1RA,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5,Arlington St.London SW1A 1RA",1050,3,51.5072216,-0.1407838463003257,"5 Arlington Street, London, SW1A 1RA, United Kingdom",,5,Arlington Street,SW1A 1RA,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5,Berners St.,London,W1P 3AG",1051,3,51.516578,-0.135897,"5 Berners Street, London, W1T 3LE, United Kingdom",,5,Berners Street,W1T 3LE,Westminster,,Fitzrovia,London,London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5.06 Exchange Tower 1,Harbour Exchange Sq.,London E14 9GB",1052,3,51.49885345,-0.014322495858097901,"1-2 Harbour Exchange Square, London, E14 9HE, United Kingdom",,1-2,Harbour Exchange Square,E14 9HE,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5.06 Exchange Tower 1,Harbour Exchange Square,London E14 9GB",1053,3,51.49885345,-0.014322495858097901,"1-2 Harbour Exchange Square, London, E14 9HE, United Kingdom",,1-2,Harbour Exchange Square,E14 9HE,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5.06 Exchange Tower,1 Harbour Exchange Sq.,London,E14 9GE",1054,3,51.49885345,-0.014322495858097901,"1-2 Harbour Exchange Square, London, E14 9HE, United Kingdom",,1-2,Harbour Exchange Square,E14 9HE,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5.Yeoman Ind.Park,Test Lane,Nursling,Southampton,Hants.SO1 9JX",1055,3,51.6056711,-1.6368605003017744,"The Defence Academy of the United Kingdom, Northford Hill, Vale of White Horse, SN6 8EU, United Kingdom",The Defence Academy of the United Kingdom,,Northford Hill,SN6 8EU,,OXF,,Vale of White Horse,Oxfordshire,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5.Yeoman Industrial Park,Test Lane,Nursling,Southampton,Hants.SO1 9JX",1056,3,50.922944,-1.474832,"Test Lane, Southampton, SO16 9JP, United Kingdom",,,Test Lane,SO16 9JP,,HAM,Redbridge,Southampton,Hampshire,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"50 Carn Wath Rd.,London,SW6 3JX",1057,3,51.514993,-0.092813,"City of London, London, ENG, United Kingdom",City of London,,,,City of London,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"50 Carnwath Rd.,London,SW6 3JX",1058,3,51.4656068,-0.1932395,"The Fort Gym, 50 Carnwath Road, London, SW6 3DQ, United Kingdom",The Fort Gym,50,Carnwath Road,SW6 3DQ,London Borough of Hammersmith and Fulham,,Sands End,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"50 Fenchurch St.,London EC3M 3JY",1059,3,51.511741,-0.081051,"50 Fenchurch Street, City of London, EC3M 3JY, United Kingdom",,50,Fenchurch Street,EC3M 3JY,City of London,,Cornhill,City of London,London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"50 Summerleys Rd.,Princes Risborough,Buckinghamshire HP27 9PW",1060,3,51.7265638,-0.8500683,"Summerleys Road, Princes Risborough, HP27 9QD, United Kingdom",Summerleys Road,,Summerleys Road,HP27 9QD,,BKM,Longwick-cum-Ilmer,Princes Risborough,Buckinghamshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"50 Summerleys Rd.,Princes Risborough,Buckinghamshire,HP27 9PW",1061,3,51.7265638,-0.8500683,"Summerleys Road, Princes Risborough, HP27 9QD, United Kingdom",Summerleys Road,,Summerleys Road,HP27 9QD,,BKM,Longwick-cum-Ilmer,Princes Risborough,Buckinghamshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"50,Fenchurch,St.,London EC3",1062,3,51.5123701,-0.0793661,"Fenchurch Street, City of London, EC3M 4AQ, United Kingdom",Fenchurch Street,,Fenchurch Street,EC3M 4AQ,,,Aldgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"50,Fenchurch,St.,London EC3M 3JY",1063,3,51.511741,-0.081051,"50 Fenchurch Street, City of London, EC3M 3JY, United Kingdom",,50,Fenchurch Street,EC3M 3JY,City of London,,Cornhill,City of London,London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"500 Chiswick High Rd.,London W4 5RG",1064,3,51.4928891,-0.2503183,"Chiswick High Road, London, W4 1SH, United Kingdom",Chiswick High Road,,Chiswick High Road,W4 1SH,London Borough of Hounslow,,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"500 Chiswick High Rd.,London,W4 5RG",1065,3,51.4928891,-0.2503183,"Chiswick High Road, London, W4 1SH, United Kingdom",Chiswick High Road,,Chiswick High Road,W4 1SH,London Borough of Hounslow,,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"504-510 Elder House,Station Sq.Elder Gate,Milton Keynes MK9 1LR",1066,3,52.033969,-0.771948,"Milton Keynes (Central Milton Keynes), MK9 1LR, United Kingdom",MK9 1LR,,,MK9 1LR,Central Milton Keynes,MIK,,Central Milton Keynes,Milton Keynes,,,United Kingdom,gb,0.6,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"51 Spindus Rd.,Speke Hall Ind.Estate,Liverpool,L24 1YA",1067,3,53.3436148,-2.8644686,"Spindus Road, Liverpool, L24 1YA, United Kingdom",Spindus Road,,Spindus Road,L24 1YA,,,Speke,Liverpool,Liverpool City Region,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"51 Spindus Rd.Speke Hall Ind.Estate,Liverpool L24 1YA",1068,3,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"51 Spindus Rd.Speke Hall Ind.Estate,Liverpool,L24 1YA",1069,3,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"51 Spindus Rd.Speke Hall Industrial Estate,Liverpool L24 1YA",1070,3,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"511 Coldhams Lane Cambridge,CB1 3JS",1071,3,52.195085,0.173257,"511 Coldhams Lane, Cambridge, CB1 3JS, United Kingdom",,511,Coldhams Lane,CB1 3JS,,CAM,,Cambridge,Cambridgeshire,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"515 Coldhams Lane Cambridge,CB1 3JS",1072,3,52.194152599999995,0.17519825964056554,"Agfa, 515 Coldhams Lane, Cambridge, CB1 3JS, United Kingdom",Agfa,515,Coldhams Lane,CB1 3JS,,CAM,Cherry Hinton,Cambridge,Cambridgeshire,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,52 Godstone Rd.Kenley Surrey CR8 5JF,1073,3,51.3132319,-0.0821991,"52-54 Godstone Road, Tandridge, CR3 0EA, United Kingdom",,52-54,Godstone Road,CR3 0EA,London Borough of Croydon,SRY,Whyteleafe,Tandridge,Surrey,England,ENG,United Kingdom,gb,0.16199999999999998,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"52-54 Gracechurch St.,London,EC3V 0EH",1074,3,51.51106405,-0.08519313913440421,"52-54 Gracechurch Street, City of London, EC3V 0EH, United Kingdom",,52-54,Gracechurch Street,EC3V 0EH,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"52-54 Gracechurch St.,London,EC3V OEH",1075,3,51.51106405,-0.08519313913440421,"52-54 Gracechurch Street, City of London, EC3V 0EH, United Kingdom",,52-54,Gracechurch Street,EC3V 0EH,City of London,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,52-54 Gracechurch St.London,1076,3,51.511004,-0.085164,"52-54 Gracechurch Street, London, EC3V 0EH, United Kingdom",,52-54,Gracechurch Street,EC3V 0EH,City of London,,Monument,London,London,England,ENG,United Kingdom,gb,0.5670000000000001,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"52-56 Leadenhall St.,London,EC3A 2BJ",1077,3,51.5132584,-0.0788722,"Leadenhall Street, City of London, EC3A 2BJ, United Kingdom",Leadenhall Street,,Leadenhall Street,EC3A 2BJ,,,Aldgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"52/54 Gracechurch St.,London EC3V 0EH",1078,3,51.51106405,-0.08519313913440421,"52-54 Gracechurch Street, City of London, EC3V 0EH, United Kingdom",,52-54,Gracechurch Street,EC3V 0EH,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"52/54,Leadenhall St.,London EC3A 2BJ",1079,3,51.5132352,-0.0793408,"Tylers' and Bricklayers' Hall, 52-54 Leadenhall Street, City of London, EC3A 2BJ, United Kingdom",Tylers' and Bricklayers' Hall,52-54,Leadenhall Street,EC3A 2BJ,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"52/54,Leadenhall St.,London,EC3A 2BJ",1080,3,51.5132352,-0.0793408,"Tylers' and Bricklayers' Hall, 52-54 Leadenhall Street, City of London, EC3A 2BJ, United Kingdom",Tylers' and Bricklayers' Hall,52-54,Leadenhall Street,EC3A 2BJ,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"5210 Valiant Court,Gloucester Business Park,Delta Way Gloucester GL3 4FE",1081,3,51.8468776,-2.1735404,"Delta Way, Tewkesbury, GL3 4FE, United Kingdom",Delta Way,,Delta Way,GL3 4FE,,GLS,Brockworth,Tewkesbury,Gloucestershire,England,ENG,United Kingdom,gb,0.4666666666666667,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"53 St James'Mill Rd.,Northampton,Northamptonshire NN5 5JP",1082,3,52.232009500000004,-0.9123612499999973,"53 St James Mill Road, Northampton, NN5 5JP, United Kingdom",,53,St James Mill Road,NN5 5JP,,,St James' End,Northampton,West Northamptonshire,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"54 High St.,Second Fl.,Eton,Windsor,Berkshire SL4 6BL",1083,3,51.4872621,-0.6086914,"Eton, SL4 6BL, United Kingdom",,,,SL4 6BL,,,,Eton,Royal Borough of Windsor and Maidenhead,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"54 Jermyn St.,London,SW1Y6LX",1084,3,51.5077202,-0.1391315,"London, SW1Y 6LX, United Kingdom",,,,SW1Y 6LX,,,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"54 Jermyn Street London,SWY 6LX",1085,3,51.5076479,-0.1390127,"54 Jermyn Street, London, SW1Y 6JE, United Kingdom",,54,Jermyn Street,SW1Y 6JE,Westminster,,St. James's,London,London,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"54 Summerleys Rd.,Princes Risborough,Aylesbury,Buckinghamshire,HP17 9PW",1086,3,51.7265638,-0.8500683,"Summerleys Road, Princes Risborough, HP27 9QD, United Kingdom",Summerleys Road,,Summerleys Road,HP27 9QD,,BKM,Longwick-cum-Ilmer,Princes Risborough,Buckinghamshire,England,ENG,United Kingdom,gb,0.11764705882352941,0.23529411764705882,0.23529411764705882,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"54,Grosvenor St.,London W1X 9FH",1087,3,51.511388,-0.147973,"53-54 Grosvenor Street, London, W1K 3JZ, United Kingdom",,53-54,Grosvenor Street,W1K 3JZ,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0.81,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Ashbourn Rd.,Derby,DE3 3FT",1088,3,52.925574049999994,-1.4939444042347905,"55 Ashbourne Road, Derby, DE22 3TU, United Kingdom",,55,Ashbourne Road,DE22 3TU,New Zealand,DER,Mackworth Estate,Derby,Derby,England,ENG,United Kingdom,gb,0.72,1,0.7999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Ashbourne Rd.,Derby,Derbyshire DE3 3FT",1089,3,52.925574049999994,-1.4939444042347905,"55 Ashbourne Road, Derby, DE22 3TU, United Kingdom",,55,Ashbourne Road,DE22 3TU,New Zealand,DER,Mackworth Estate,Derby,Derby,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Baker St.,London W1U 8EW",1090,3,51.519244,-0.1564277,"Tesco Express, 55 Baker Street, London, W1U 8EW, United Kingdom",Tesco Express,55,Baker Street,W1U 8EW,Westminster,,Marylebone,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Bishopsgate,London EC2N 3AN",1091,3,51.5151085,-0.0829092,"NatWest, 55 Bishopsgate, City of London, EC2N 3AH, United Kingdom",NatWest,55,Bishopsgate,EC2N 3AH,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Bishopsgate,London EC2N 3AX",1092,3,51.5151085,-0.0829092,"NatWest, 55 Bishopsgate, City of London, EC2N 3AH, United Kingdom",NatWest,55,Bishopsgate,EC2N 3AH,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Kedleston Court,Norbury Close,Allestree,Derby DE22 2QF",1093,3,52.93061315,-1.4865846129629605,"55-51 Kedleston Road, Derby, DE22 1FL, United Kingdom",,55-51,Kedleston Road,DE22 1FL,West End,DER,Little Chester,Derby,Derby,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Kedleston Court,Norbury Close,Allestree,Derby DE2Z 2QF",1094,3,52.93061315,-1.4865846129629605,"55-51 Kedleston Road, Derby, DE22 1FL, United Kingdom",,55-51,Kedleston Road,DE22 1FL,West End,DER,Little Chester,Derby,Derby,England,ENG,United Kingdom,gb,0.405,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Kedleston Court,Norbury Close,Allestree,Derby,DE22 2QF",1095,3,52.93061315,-1.4865846129629605,"55-51 Kedleston Road, Derby, DE22 1FL, United Kingdom",,55-51,Kedleston Road,DE22 1FL,West End,DER,Little Chester,Derby,Derby,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"55 Victoria St.,London SW1H 0EU",1096,3,51.49773215,-0.13359115210643394,"55 Victoria Street, London, SW1H 0AT, United Kingdom",,55,Victoria Street,SW1H 0AT,,,Victoria,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"56,Sudbury Court Drive,Harrow,Middlesex,HAI 3TD",1097,3,51.564201,-0.325782,"56 Sudbury Court Drive, London, HA1 3TA, United Kingdom",,56,Sudbury Court Drive,HA1 3TA,Brent,,North Wembley,London,London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"56/60 Gresham St.,London EC2V 7BB",1098,3,51.5151164,-0.092281,"Gresham Street, City of London, EC2V 7BB, United Kingdom",Gresham Street,,Gresham Street,EC2V 7BB,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"56/60 Gresham St.,London EC2V 7BB.",1099,3,51.5151164,-0.092281,"Gresham Street, City of London, EC2V 7BB, United Kingdom",Gresham Street,,Gresham Street,EC2V 7BB,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"57 Colne Rd,Twickenham Middlesex",1100,3,51.4467444,-0.3281887,"Twickenham, London, ENG, United Kingdom",Twickenham,,,TW1 3RZ,London Borough of Richmond upon Thames,,Twickenham,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"57 London Rd.High Wycombe Buckinghamshire,HP11 1BS",1101,3,51.6254297,-0.7358315,"London Road, High Wycombe, HP11 1BU, United Kingdom",London Road,,London Road,HP11 1BU,High Wycombe Community Board,BKM,Totteridge,High Wycombe,Buckinghamshire,England,ENG,United Kingdom,gb,0.35721,0.9,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"57-63 Scrutton St.,London EC2A 4PF",1102,3,51.5232311,-0.0822084,"Scrutton Street, London, EC2A 4LG, United Kingdom",Scrutton Street,,Scrutton Street,EC2A 4LG,London Borough of Hackney,,Shoreditch,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"57/63 Line Wall Rd.,Gibraltar",1103,3,36.136159,-5.348677,"Gibraltar, United Kingdom",Gibraltar,,,,,,,,,,,United Kingdom,gb,0,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"58-66 Conduit St.,London W1R 9FD",1104,3,51.512163,-0.141969,"Conduit Street, London, W1R 9FD, United Kingdom",,,Conduit Street,W1R 9FD,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
