original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"1 Vernon Court,Meteor Bussiness Park,Cheltenham Rd.East,Staverton Gloucestershire GL2 2QG",75,1,51.897557,-2.071255,"1 Vernon Court, Cheltenham, GL50 1EF, United Kingdom",,1,Vernon Court,GL50 1EF,,,Cheltenham,Gloucestershire,GLS,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1 Vernon Court,Meteor Bussiness Park,Cheltenham Rd.East,Staverton Gloucestershire GL2 9QG",76,1,51.9079941,-2.1575895,"Staverton (Tewkesbury), ENG, United Kingdom",,,,,,,Tewkesbury,Gloucestershire,GLS,England,ENG,United Kingdom,gb,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1 Victoria Sq.,Birmingham,B1 1BD",77,1,52.47895775,-1.9029487760540458,"1 Victoria Square, Birmingham, B1 1BD, United Kingdom",1 Victoria Square,1,Victoria Square,B1 1BD,Chinese Quarter,Ladywood,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1 Witney Rd.,Nuffield Ind.Estate Poole,Dorset BH17 0GH",78,1,50.74708555,-1.9715805914149058,"Total Battery Solutions, Unit 1 Witney Road, Poole, BH17 0GL, United Kingdom",Total Battery Solutions,Unit 1,Witney Road,BH17 0GL,,Canford Heath,Poole,"Bournemouth, Christchurch and Poole",,England,ENG,United Kingdom,gb,0.24499999999999997,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1 Witney Rd.,Nuffield Ind.Estate Poole,Dorset,BH17 0GH",79,1,50.74708555,-1.9715805914149058,"Total Battery Solutions, Unit 1 Witney Road, Poole, BH17 0GL, United Kingdom",Total Battery Solutions,Unit 1,Witney Road,BH17 0GL,,Canford Heath,Poole,"Bournemouth, Christchurch and Poole",,England,ENG,United Kingdom,gb,0.24499999999999997,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1-3 Burtonhole Lane Mill Hill,London,NW7 IAD",80,1,51.6181906,-0.2167084,"Burtonhole Lane, London, NW7 1AN, United Kingdom",Burtonhole Lane,,Burtonhole Lane,NW7 1AN,London Borough of Barnet,Mill Hill,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1-3 Zodiac Boundary Way,Hemel Hempstead,Hertfordshire,HP2 7SJ",81,1,51.764859,-0.433117,"Unit 1 Zodiac Boundary Way, Hemel Hempstead, HP2 7SJ, United Kingdom",,Unit 1 Zodiac,Boundary Way,HP2 7SJ,,,Hemel Hempstead,Hertfordshire,HRT,England,ENG,United Kingdom,gb,0.6000000000000001,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1-5 Queen St.,London,EC4N 1SW",82,1,51.51344,-0.09256,"City of London, EC4N 1SW, United Kingdom",,,,EC4N 1SW,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1-9 Tanners Dr.,Blakelands,Milton Keynes,MK14 5BU",83,1,52.0771469,-0.7444678,"Tanners Drive, Milton Keynes, MK14 5BU, United Kingdom",Tanners Drive,,Tanners Drive,MK14 5BU,,Great Linford,Milton Keynes,City of Milton Keynes,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1-9 Tanners Drive,Blakelands,Milton Keynes,MK14 5BU",84,1,52.0771469,-0.7444678,"Tanners Drive, Milton Keynes, MK14 5BU, United Kingdom",Tanners Drive,,Tanners Drive,MK14 5BU,,Great Linford,Milton Keynes,City of Milton Keynes,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1,Liverpool St.,London,EC2M 7NH",85,1,51.51767,-0.08437,"City of London, EC2M 7NH, United Kingdom",,,,EC2M 7NH,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1,Occam Court,Occam Rd.,Surrey Research Park,Guildford,Surrey GU2 5YJ",86,1,51.2395322,-0.6127233,"Occam Road, Guildford, GU2 7EF, United Kingdom",Occam Road,,Occam Road,GU2 7EF,,Park Barn,Guildford,Surrey,SRY,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1,Prospect Way,Hutton Ind.Estate,Wash Rd.,Shenfield,Essex,CM13 1XA",87,1,51.63962,0.35539,"Brentwood, CM13 1XA, United Kingdom",,,,CM13 1XA,,,Brentwood,,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1,Southampton St.,London,WC2R 0LR",88,1,51.5106847,-0.1213069,"Salieri, 1 Southampton Street, London, WC2R 0LR, United Kingdom",Salieri,1,Southampton Street,WC2R 0LR,St Clement Danes,Covent Garden,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1,St.Martin's-le-Grand London EC1A 4NP",89,1,51.51185,-0.095217,"1, London, EC1A 4NP, United Kingdom",,,1,EC1A 4NP,City of London,Cannon,London,London,,England,ENG,United Kingdom,gb,0.31185031185031187,0.38461538461538464,0.38461538461538464,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1,St.Martin's-le-Grand,London EC1A 4NP",90,1,51.51185,-0.095217,"1, London, EC1A 4NP, United Kingdom",,,1,EC1A 4NP,City of London,Cannon,London,London,,England,ENG,United Kingdom,gb,0.30982905982905984,0.38461538461538464,0.38461538461538464,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1.The Valley Centre Gordon Rd.,High Wycombe,Buckinghamshire HP10 0AP",91,1,51.62613,-0.735249,"Gordon Road, High Wycombe, HP10 0AP, United Kingdom",,,Gordon Road,HP10 0AP,,,High Wycombe,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1.The Valley Centre Gordon Rd.,High Wycombe,Buckinghamshire HP13 6EQ",92,1,51.6278494,-0.7386817,"Gordon Road, High Wycombe, HP13 6EW, United Kingdom",Gordon Road,,Gordon Road,HP13 6EW,High Wycombe Community Board,Totteridge,High Wycombe,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1/11 Hay Hill,London W1X 7LF",93,1,51.5090806,-0.1437567,"11 Hay Hill, London, United Kingdom",,11,Hay Hill,,Westminster,Mayfair,London,London,,England,ENG,United Kingdom,gb,0.54,1,1,,,
United Kingdom,"10 Devonshire Square,London EC2M 4PL",94,1,51.5166381,-0.0793368,"10 Devonshire Square, City of London, EC2M 4BB, United Kingdom",,10,Devonshire Square,EC2M 4BB,City of London,Bishopsgate,City of London,London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,,,
United Kingdom,"10 Dominion St.,London EC2M 2EF",95,1,51.5190068,-0.0869065,"Dominion Street, City of London, EC2A 1AL, United Kingdom",Dominion Street,,Dominion Street,EC2A 1AL,London Borough of Islington,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.1215,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Fenchurch Ave.,London EC3M 5BN",96,1,51.51242,-0.0813,"City of London, EC3M 5BN, United Kingdom",,,,EC3M 5BN,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Finsbury Sq.,London EC2A 1AD",97,1,51.5214105,-0.0873458,"The London Metal Exchange, 10 Finsbury Square, London, EC2A 1AJ, United Kingdom",The London Metal Exchange,10,Finsbury Square,EC2A 1AJ,London Borough of Islington,Finsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Finsbury Square,London EC2A 1AD",98,1,51.5214105,-0.0873458,"The London Metal Exchange, 10 Finsbury Square, London, EC2A 1AJ, United Kingdom",The London Metal Exchange,10,Finsbury Square,EC2A 1AJ,London Borough of Islington,Finsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Glenfinlas St.,Edinburgh EH3 6YY,Scotland",99,1,55.9527338,-3.209494,"10 Glenfinlas Street, City of Edinburgh, EH3 6AQ, United Kingdom",,10,Glenfinlas Street,EH3 6AQ,First New Town,New Town/Broughton,City of Edinburgh,Edinburgh,,Scotland,SCT,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Great Marlborough St.,London,W1F 7LP",100,1,51.51498655,-0.13844321532462836,"Sony Interactive Entertainment UK Limited, 10 Great Marlborough Street, London, W1F 7HU, United Kingdom",Sony Interactive Entertainment UK Limited,10,Great Marlborough Street,W1F 7HU,,Soho,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Green Rd.,Cumbernauld,Glasgow,G67 2TW",101,1,55.846837,-4.141797,"Bowling Green Road, Glasgow, United Kingdom",,,Bowling Green Road,,,Barlanark,Glasgow,Glasgow City,GLG,Scotland,SCT,United Kingdom,gb,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Hills Place,London W1F 7SD",102,1,51.5149365,-0.1403769,"10 Hills Place, London, W1F 7SA, United Kingdom",,10,Hills Place,W1F 7SA,Westminster,Soho,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.5670000000000001,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Norwich St.,London EC4 1BD",103,1,51.516822,-0.1096898,"Norwich Street, City of London, EC4A 1JS, United Kingdom",Norwich Street,,Norwich Street,EC4A 1JS,,Blackfriars,City of London,Greater London,,England,ENG,United Kingdom,gb,0.2025,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Old Bailey,London EC4M 7NG",104,1,51.5145541,-0.1024121,"Old Bailey, City of London, EC4M 7NG, United Kingdom",Old Bailey,,Old Bailey,EC4M 7NG,,Blackfriars,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Old Bailey,London,EC4M 7NG",105,1,51.5145541,-0.1024121,"Old Bailey, City of London, EC4M 7NG, United Kingdom",Old Bailey,,Old Bailey,EC4M 7NG,,Blackfriars,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Old Bond St.,London W1S 4PS",106,1,51.5086633,-0.1404199,"DAKS, 10 Old Bond Street, London, W1S 4PP, United Kingdom",DAKS,10,Old Bond Street,W1S 4PP,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Old Bond St.,London,W1S 4PL",107,1,51.5086633,-0.1404199,"DAKS, 10 Old Bond Street, London, W1S 4PP, United Kingdom",DAKS,10,Old Bond Street,W1S 4PP,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Old Bond St.,London,W1S 4PS",108,1,51.5086633,-0.1404199,"DAKS, 10 Old Bond Street, London, W1S 4PP, United Kingdom",DAKS,10,Old Bond Street,W1S 4PP,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Piccadilly,London,W1J 0DD",109,1,51.5095871,-0.1355442,"Gamesys group Plc, 10 Piccadilly, London, W1J 0DD, United Kingdom",Gamesys group Plc,10,Piccadilly,W1J 0DD,St. James's,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Regents Wharf,All Saints St.,London N19 RL",110,1,51.517809,-0.203468,"10 All Saints Road, London, W11 1HH, United Kingdom",,10,All Saints Road,W11 1HH,Kensington and Chelsea,Notting Hill,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Regents Wharf,All Saints St.,London,N19 RL",111,1,51.517809,-0.203468,"10 All Saints Road, London, W11 1HH, United Kingdom",,10,All Saints Road,W11 1HH,Kensington and Chelsea,Notting Hill,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 St.Giles Sq.,London WC2H 8AP",112,1,51.5158649,-0.1297608,"St Giles Square, London, WC2H 8LH, United Kingdom",St Giles Square,,St Giles Square,WC2H 8LH,London Borough of Camden,Bloomsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Trition St.,Regent's Place,London,NW1 3BF",113,1,51.58379525,-3.0014983801772,"10 St Julian Street, Newport, NP20 4GP, United Kingdom",,10,St Julian Street,NP20 4GP,,St. Woolos,Newport,Gwent,,Wales,WLS,United Kingdom,gb,0.08571428571428572,0.3333333333333333,0.09523809523809523,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Unit Curriers Close,Charter Ave.,Canley,Coventry,CV4 8AW",114,1,52.3904931,-1.5502482870940368,"10 Charter Avenue, Coventry, CV4 8GE, United Kingdom",,10,Charter Avenue,CV4 8GE,,Cannon Park,Coventry,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Unity Wharf,Mill St.,London SE1 2BH",115,1,51.5019796,-0.0703934,"Mill Street, London, SE1 2BQ, United Kingdom",Mill Street,,Mill Street,SE1 2BQ,London Borough of Southwark,Bermondsey,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10 Upper Bank St.,London,EI4 5JJ",116,1,51.5028487,-0.0168655,"Clifford Chance, 10 Upper Bank Street, London, E14 5JJ, United Kingdom",Clifford Chance,10,Upper Bank Street,E14 5JJ,London Borough of Tower Hamlets,Isle of Dogs,London,Greater London,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,10 Whitechapel High St.London E1 8DX,117,1,51.5145623,-0.0729474,"Government Digital Service, 10 Whitechapel High Street, London, E1 8QS, United Kingdom",Government Digital Service,10,Whitechapel High Street,E1 8QS,London Borough of Tower Hamlets,Whitechapel,London,Greater London,,England,ENG,United Kingdom,gb,0.32666666666666666,0.7,0.4666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10-01 Exchange Tower,1 Harbour Exchange Sq.,London,E14 9GE",118,1,51.49885345,-0.014322495858097901,"1-2 Harbour Exchange Square, London, E14 9HE, United Kingdom",,1-2,Harbour Exchange Square,E14 9HE,London Borough of Tower Hamlets,Isle of Dogs,London,Greater London,,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10-11 Charterhouse Sq.,London EC1M 6DT",119,1,51.521120249999996,-0.0986484102363615,"10-11 Charterhouse Square, London, EC1M 6EH, United Kingdom",,10-11,Charterhouse Square,EC1M 6EH,London Borough of Islington,Clerkenwell,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10-11 Charterhouse Sq.,London,EC1M 6DT",120,1,51.521120249999996,-0.0986484102363615,"10-11 Charterhouse Square, London, EC1M 6EH, United Kingdom",,10-11,Charterhouse Square,EC1M 6EH,London Borough of Islington,Clerkenwell,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,10-11 Charterhouse Square London EC1M 6DT,121,1,51.521120249999996,-0.0986484102363615,"10-11 Charterhouse Square, London, EC1M 6EH, United Kingdom",,10-11,Charterhouse Square,EC1M 6EH,London Borough of Islington,Clerkenwell,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10,Great Marlborough St.,London,W1F 7LP",122,1,51.51498655,-0.13844321532462836,"Sony Interactive Entertainment UK Limited, 10 Great Marlborough Street, London, W1F 7HU, United Kingdom",Sony Interactive Entertainment UK Limited,10,Great Marlborough Street,W1F 7HU,,Soho,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"10,Stratton St.,London W1X 6AP",123,1,51.507408,-0.144285,"10 Stratton Street, London, W1J 8LB, United Kingdom",,10,Stratton Street,W1J 8LB,Westminster,Mayfair,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Longwater Ave.,Green Park,Reading,Berkshire RG2 6GJ",124,1,51.42662645,-0.9872526455829438,"Green Park, 100 Longwater Avenue, Reading, RG2 6GP, United Kingdom",Green Park,100,Longwater Avenue,RG2 6GP,,,Reading,,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Longwater Ave.,Green Park,Reading,Berkshire,RG2 6GJ",125,1,51.42662645,-0.9872526455829438,"Green Park, 100 Longwater Avenue, Reading, RG2 6GP, United Kingdom",Green Park,100,Longwater Avenue,RG2 6GP,,,Reading,,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Longwater Ave.,Reading RG2 6GP",126,1,51.42662645,-0.9872526455829438,"Green Park, 100 Longwater Avenue, Reading, RG2 6GP, United Kingdom",Green Park,100,Longwater Avenue,RG2 6GP,,,Reading,,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Ludgate Hill,London EC4M 7RE",127,1,51.5143,-0.10378,"City of London, EC4M 7RE, United Kingdom",,,,EC4M 7RE,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 New Bridge St.,London EC4V 6JA",128,1,51.51340745,-0.10377040123489234,"Baker and McKenzie LLP, 100 New Bridge Street, City of London, EC4V 6JA, United Kingdom",Baker and McKenzie LLP,100,New Bridge Street,EC4V 6JA,,Blackfriars,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Pall Mall,Lodon,SW1Y 5NN",129,1,51.506329300000004,-0.13411464585441174,"100 Pall Mall, London, SW1Y 5HS, United Kingdom",,100,Pall Mall,SW1Y 5HS,St. James's,Victoria,London,Greater London,,England,ENG,United Kingdom,gb,0.9,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Pall Mall,London SW1Y 5NN",130,1,51.506329300000004,-0.13411464585441174,"100 Pall Mall, London, SW1Y 5HS, United Kingdom",,100,Pall Mall,SW1Y 5HS,St. James's,Victoria,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Regent St.,London W1A 2AQ",131,1,51.5098955,-0.1379192,"100 Regent Street, London, W1A 2AQ, United Kingdom",,100,Regent Street,W1A 2AQ,Westminster,Marylebone,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Regent St.,London WIA,2AQ",132,1,51.5098955,-0.1379192,"100 Regent Street, London, W1J 0AD, United Kingdom",,100,Regent Street,W1J 0AD,Westminster,Mayfair,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"100 Sherbrook Rd.,Daybrook,Nottingham NG 56AT",133,1,52.997421700000004,-1.1426280082772244,"99 Sherbrook Road, Gedling, NG5 6AR, United Kingdom",,99,Sherbrook Road,NG5 6AR,,Daybrook,Gedling,Nottinghamshire,NTT,England,ENG,United Kingdom,gb,0.63,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1000 Great West Rd,Brentford,Middlesex TW8 9HH",134,1,51.4887589,-0.3135490776883595,"The Mille, 1000 Great West Road, London, TW8 9FY, United Kingdom",The Mille,1000,Great West Road,TW8 9FY,London Borough of Hounslow,,London,Greater London,,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1000 Great West Rd,Brentford,Middlesex,TW8 9HH",135,1,51.4887589,-0.3135490776883595,"The Mille, 1000 Great West Road, London, TW8 9FY, United Kingdom",The Mille,1000,Great West Road,TW8 9FY,London Borough of Hounslow,,London,Greater London,,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"1000 Great West Rd.,Brentford,Middlesex,TW8 9HH",136,1,51.4887589,-0.3135490776883595,"The Mille, 1000 Great West Road, London, TW8 9FY, United Kingdom",The Mille,1000,Great West Road,TW8 9FY,London Borough of Hounslow,,London,Greater London,,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"101 Exchange Tower,1 Harbour Exchange Sq.,London,E14 9GE",137,1,51.49885345,-0.014322495858097901,"1-2 Harbour Exchange Square, London, E14 9HE, United Kingdom",,1-2,Harbour Exchange Square,E14 9HE,London Borough of Tower Hamlets,Isle of Dogs,London,Greater London,,England,ENG,United Kingdom,gb,0.5670000000000001,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,101 Wigmore St.London W1H 9AB,138,1,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"105 Fenchurch St.,London EC3M 5JB",139,1,51.5131281,-0.0781027,"City of London, EC3M 5JB, United Kingdom",,,,EC3M 5JB,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"105 Narfedale Rd.,Winnersh Triangle,Wokingham,Birkshire,RG41 5RB",140,1,51.435297,-0.921041,"105 Silverdale Road, Earley, RG6 7NE, United Kingdom",,105,Silverdale Road,RG6 7NE,Earley Civil Parish,Lower Earley,Earley,West Berkshire,WBK,England,ENG,United Kingdom,gb,0.10588235294117647,0.23529411764705882,0.11764705882352941,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"105 Wharfedale Rd.,Winnersh Triangl,Wokingham,Berkshire,RG41 5RB",141,1,51.4120318,-0.8324037,"Wokingham, ENG, United Kingdom",,,,,,,Wokingham,Borough of Wokingham,,England,ENG,United Kingdom,gb,0.05500000000000001,0.1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"105 Wharfedale Rd.,Winnersh Triangl,Wokingham,Birkshire,RG41 5RB",142,1,51.4371786,-0.8905621499999999,"105 Wharfedale Road, Winnersh, RG41 5RB, United Kingdom",,105,Wharfedale Road,RG41 5RB,,Winnersh Triangle,Winnersh,Borough of Wokingham,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"105 Wharfedale Rd.,Winnersh Triangle,Wokingham,Berkshire,RG41 5RB",143,1,51.4371786,-0.8905621499999999,"105 Wharfedale Road, Winnersh, RG41 5RB, United Kingdom",,105,Wharfedale Road,RG41 5RB,,Winnersh Triangle,Winnersh,Borough of Wokingham,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"105 Wharfedale Rd.,Winnersh Triangle,Wokingham,Birkshire,RG41 5RB",144,1,51.4371786,-0.8905621499999999,"105 Wharfedale Road, Winnersh, RG41 5RB, United Kingdom",,105,Wharfedale Road,RG41 5RB,,Winnersh Triangle,Winnersh,Borough of Wokingham,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"106 Fenchurch St.,London,EC3M 5NR",145,1,51.5127141,-0.078871,"Fitness First, 106 Fenchurch Street, City of London, EC3M 4AQ, United Kingdom",Fitness First,106,Fenchurch Street,EC3M 4AQ,,Aldgate,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,107 Cheapside London EC2V 6DQ,146,1,51.51428305,-0.09400996700697226,"itsu, 107 Cheapside, City of London, EC2V 6DN, United Kingdom",itsu,107,Cheapside,EC2V 6DN,City of London,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"107 Cheapside,London EC2V 6BR",147,1,51.51428305,-0.09400996700697226,"itsu, 107 Cheapside, City of London, EC2V 6DN, United Kingdom",itsu,107,Cheapside,EC2V 6DN,City of London,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
